date,state,fips,cases,deaths
2020-03-16,Mississippi,28,2,0
2020-03-16,Missouri,29,4,0
2020-03-16,Montana,30,2,0
2020-03-16,Nebraska,31,2,0
2020-03-16,Nevada,32,19,1
2020-03-16,New Hampshire,33,4,0
2020-03-16,New Jersey,34,78,1
2020-03-16,New Mexico,35,4,0
2020-03-16,New York,36,218,4
2020-03-16,North Carolina,37,2,0
2020-03-16,North Dakota,38,0,0
2020-03-16,Ohio,39,13,0
2020-03-16,Oklahoma,40,2,0
2020-03-16,Oregon,41,7,0
2020-03-16,Pennsylvania,42,13,0
2020-03-16,Puerto Rico,72,0,0
2020-03-16,Rhode Island,44,1,0
2020-03-16,South Carolina,45,5,1
2020-03-16,South Dakota,46,1,0
2020-03-16,Tennessee,47,13,0
2020-03-16,Texas,48,7,1
2020-03-16,Utah,49,11,0
2020-03-16,Vermont,50,4,0
2020-03-16,Virgin Islands,78,1,0
2020-03-16,Virginia,51,6,0
2020-03-16,Washington,53,119,6
2020-03-16,Wisconsin,55,14,0
2020-03-16,Wyoming,56,7,0
2020-03-17,Alabama,1,10,0
2020-03-17,Alaska,2,3,0
2020-03-17,Arizona,4,2,0
2020-03-17,Arkansas,5,0,0
2020-03-17,California,6,144,3
2020-03-17,Colorado,8,22,1
2020-03-17,Connecticut,9,27,0
2020-03-17,Delaware,10,8,0
2020-03-17,District of Columbia,11,9,0
2020-03-17,Florida,12,69,2
2020-03-17,Georgia,13,24,0
2020-03-17,Guam,66,0,0
2020-03-17,Hawaii,15,4,0
2020-03-17,Idaho,16,4,0
2020-03-17,Illinois,17,55,1
2020-03-17,Indiana,18,6,1
2020-03-17,Iowa,19,7,0
2020-03-17,Kansas,20,6,0
2020-03-17,Kentucky,21,4,0
2020-03-17,Louisiana,22,59,2
2020-03-17,Maine,23,15,0
2020-03-17,Maryland,24,18,0
2020-03-17,Massachusetts,25,21,0
2020-03-17,Michigan,26,11,0
2020-03-17,Minnesota,27,6,0
2020-03-17,Mississippi,28,9,0
2020-03-17,Missouri,29,7,0
2020-03-17,Montana,30,0,0
2020-03-17,Nebraska,31,3,0
2020-03-17,Nevada,32,10,0
2020-03-17,New Hampshire,33,9,0
2020-03-17,New Jersey,34,92,0
2020-03-17,New Mexico,35,2,0
2020-03-17,New York,36,424,7
2020-03-17,North Carolina,37,8,0
2020-03-17,North Dakota,38,4,0
2020-03-17,Ohio,39,17,0
2020-03-17,Oklahoma,40,8,0
2020-03-17,Oregon,41,20,1
2020-03-17,Pennsylvania,42,20,0
2020-03-17,Puerto Rico,72,0,0
2020-03-17,Rhode Island,44,2,0
2020-03-17,South Carolina,45,14,0
2020-03-17,South Dakota,46,1,0
2020-03-17,Tennessee,47,21,0
2020-03-17,Texas,48,19,0
2020-03-17,Utah,49,11,0
2020-03-17,Vermont,50,2,0
2020-03-17,Virgin Islands,78,0,0
2020-03-17,Virginia,51,16,1
2020-03-17,Washington,53,114,6
2020-03-17,West Virginia,54,1,0
2020-03-17,Wisconsin,55,25,0
2020-03-17,Wyoming,56,5,0
2020-03-18,Alabama,1,12,0
2020-03-18,Alaska,2,3,0
2020-03-18,Arizona,4,8,0
2020-03-18,Arkansas,5,11,0
2020-03-18,California,6,161,3
2020-03-18,Colorado,8,33,0
2020-03-18,Connecticut,9,28,1
2020-03-18,Delaware,10,10,0
2020-03-18,District of Columbia,11,5,0
2020-03-18,Florida,12,116,1
2020-03-18,Georgia,13,51,2
2020-03-18,Guam,66,5,0
2020-03-18,Hawaii,15,2,0
2020-03-18,Idaho,16,2,0
2020-03-18,Illinois,17,127,0
2020-03-18,Indiana,18,9,0
2020-03-18,Iowa,19,9,0
2020-03-18,Kansas,20,5,0
2020-03-18,Kentucky,21,9,0
2020-03-18,Louisiana,22,84,2
2020-03-18,Maine,23,11,0
2020-03-18,Maryland,24,28,1
2020-03-18,Massachusetts,25,38,0
2020-03-18,Michigan,26,15,1
2020-03-18,Minnesota,27,17,0
2020-03-18,Mississippi,28,13,0
2020-03-18,Missouri,29,5,1
2020-03-18,Montana,30,4,0
2020-03-18,Nebraska,31,7,0
2020-03-18,Nevada,32,27,0
2020-03-18,New Hampshire,33,13,0
2020-03-18,New Jersey,34,159,2
2020-03-18,New Mexico,35,5,0
2020-03-18,New York,36,1008,10
2020-03-18,North Carolina,37,24,0
2020-03-18,North Dakota,38,2,0
2020-03-18,Ohio,39,23,0
2020-03-18,Oklahoma,40,11,0
2020-03-18,Oregon,41,8,1
2020-03-18,Pennsylvania,42,38,1
2020-03-18,Puerto Rico,72,0,0
2020-03-18,Rhode Island,44,10,0
2020-03-18,South Carolina,45,13,0
2020-03-18,South Dakota,46,0,0
2020-03-18,Tennessee,47,25,0
2020-03-18,Texas,48,60,1
2020-03-18,Utah,49,14,0
2020-03-18,Vermont,50,5,0
2020-03-18,Virgin Islands,78,1,0
2020-03-18,Virginia,51,11,0
2020-03-18,Washington,53,118,14
2020-03-18,West Virginia,54,1,0
2020-03-18,Wisconsin,55,34,0
2020-03-18,Wyoming,56,2,0
2020-03-19,Alabama,1,27,0
2020-03-19,Alaska,2,3,0
2020-03-19,Arizona,4,19,0
2020-03-19,Arkansas,5,29,0
2020-03-19,California,6,174,2
2020-03-19,Colorado,8,62,2
2020-03-19,Connecticut,9,63,3
2020-03-19,Delaware,10,4,0
2020-03-19,District of Columbia,11,32,0
2020-03-19,Florida,12,108,1
2020-03-19,Georgia,13,89,7
2020-03-19,Guam,66,4,0
2020-03-19,Hawaii,15,10,0
2020-03-19,Idaho,16,12,0
2020-03-19,Illinois,17,134,3
2020-03-19,Indiana,18,17,0
2020-03-19,Iowa,19,6,0
2020-03-19,Kansas,20,13,0
2020-03-19,Kentucky,21,12,1
2020-03-19,Louisiana,22,112,3
2020-03-19,Maine,23,9,0
2020-03-19,Maryland,24,23,0
2020-03-19,Massachusetts,25,72,0
2020-03-19,Michigan,26,254,2
2020-03-19,Minnesota,27,12,0
2020-03-19,Mississippi,28,16,1
2020-03-19,Missouri,29,14,0
2020-03-19,Montana,30,7,0
2020-03-19,Nebraska,31,4,0
2020-03-19,Nevada,32,17,0
2020-03-19,New Hampshire,33,5,0
2020-03-19,New Jersey,34,308,4
2020-03-19,New Mexico,35,7,0
2020-03-19,New York,36,1770,3
2020-03-19,North Carolina,37,38,0
2020-03-19,North Dakota,38,12,0
2020-03-19,Ohio,39,30,0
2020-03-19,Oklahoma,40,15,1
2020-03-19,Oregon,41,13,0
2020-03-19,Pennsylvania,42,48,0
2020-03-19,Puerto Rico,72,1,0
2020-03-19,Rhode Island,44,11,0
2020-03-19,South Carolina,45,21,0
2020-03-19,South Dakota,46,3,0
2020-03-19,Tennessee,47,57,0
2020-03-19,Texas,48,82,2
2020-03-19,Utah,49,15,0
2020-03-19,Vermont,50,3,2
2020-03-19,Virgin Islands,78,0,0
2020-03-19,Virginia,51,16,0
2020-03-19,Washington,53,202,7
2020-03-19,West Virginia,54,3,0
2020-03-19,Wisconsin,55,49,2
2020-03-19,Wyoming,56,1,0
2020-03-20,Alabama,1,28,0
2020-03-20,Alaska,2,2,0
2020-03-20,Arizona,4,23,1
2020-03-20,Arkansas,5,38,0
2020-03-20,California,6,216,5
2020-03-20,Colorado,8,86,0
2020-03-20,Connecticut,9,35,0
2020-03-20,Delaware,10,9,0
2020-03-20,District of Columbia,11,9,1
2020-03-20,Florida,12,130,1
2020-03-20,Georgia,13,200,4
2020-03-20,Guam,66,2,0
2020-03-20,Hawaii,15,11,0
2020-03-20,Idaho,16,8,0
2020-03-20,Illinois,17,163,1
2020-03-20,Indiana,18,23,1
2020-03-20,Iowa,19,1,0
2020-03-20,Kansas,20,14,0
2020-03-20,Kentucky,21,16,0
2020-03-20,Louisiana,22,145,0
2020-03-20,Maine,23,5,0
2020-03-20,Maryland,24,42,1
2020-03-20,Massachusetts,25,85,1
2020-03-20,Michigan,26,214,1
2020-03-20,Minnesota,27,26,0
2020-03-20,Mississippi,28,30,0
2020-03-20,Missouri,29,38,2
2020-03-20,Montana,30,0,0
2020-03-20,Nebraska,31,6,0
2020-03-20,Nevada,32,66,1
2020-03-20,New Hampshire,33,11,0
2020-03-20,New Jersey,34,161,2
2020-03-20,New Mexico,35,8,0
2020-03-20,New York,36,2950,27
2020-03-20,North Carolina,37,40,0
2020-03-20,North Dakota,38,8,0
2020-03-20,Ohio,39,49,1
2020-03-20,Oklahoma,40,5,0
2020-03-20,Oregon,41,27,0
2020-03-20,Pennsylvania,42,82,0
2020-03-20,Puerto Rico,72,8,0
2020-03-20,Rhode Island,44,0,0
2020-03-20,South Carolina,45,45,2
2020-03-20,South Dakota,46,0,0
2020-03-20,Tennessee,47,82,0
2020-03-20,Texas,48,129,1
2020-03-20,Utah,49,32,0
2020-03-20,Vermont,50,7,0
2020-03-20,Virgin Islands,78,3,0
2020-03-20,Virginia,51,21,0
2020-03-20,Washington,53,176,8
2020-03-20,West Virginia,54,3,0
2020-03-20,Wisconsin,55,61,1
2020-03-20,Wyoming,56,4,0
2020-03-21,Alabama,1,25,0
2020-03-21,Alaska,2,7,0
2020-03-21,Arizona,4,34,0
2020-03-21,Arkansas,5,18,0
2020-03-21,California,6,261,4
2020-03-21,Colorado,8,111,1
2020-03-21,Connecticut,9,29,1
2020-03-21,Delaware,10,6,0
2020-03-21,District of Columbia,11,21,0
2020-03-21,Florida,12,200,2
2020-03-21,Georgia,13,70,6
2020-03-21,Guam,66,1,0
2020-03-21,Hawaii,15,11,0
2020-03-21,Idaho,16,11,0
2020-03-21,Illinois,17,168,1
2020-03-21,Indiana,18,47,1
2020-03-21,Iowa,19,23,0
2020-03-21,Kansas,20,8,1
2020-03-21,Kentucky,21,21,1
2020-03-21,Louisiana,22,226,6
2020-03-21,Maine,23,13,0
2020-03-21,Maryland,24,45,1
2020-03-21,Massachusetts,25,112,1
2020-03-21,Michigan,26,239,2
2020-03-21,Minnesota,27,23,1
2020-03-21,Mississippi,28,60,0
2020-03-21,Missouri,29,20,0
2020-03-21,Montana,30,10,0
2020-03-21,Nebraska,31,8,0
2020-03-21,Nevada,32,0,0
2020-03-21,New Hampshire,33,10,0
2020-03-21,New Jersey,34,440,5
2020-03-21,New Mexico,35,14,0
2020-03-21,New York,36,3254,23
2020-03-21,North Carolina,37,40,0
2020-03-21,North Dakota,38,1,0
2020-03-21,Ohio,39,78,2
2020-03-21,Oklahoma,40,4,0
2020-03-21,Oregon,41,23,1
2020-03-21,Pennsylvania,42,119,1
2020-03-21,Puerto Rico,72,7,1
2020-03-21,Rhode Island,44,22,0
2020-03-21,South Carolina,45,46,0
2020-03-21,South Dakota,46,0,0
2020-03-21,Tennessee,47,75,2
2020-03-21,Texas,48,170,0
2020-03-21,Utah,49,26,0
2020-03-21,Vermont,50,20,0
2020-03-21,Virgin Islands,78,0,0
2020-03-21,Virginia,51,37,1
2020-03-21,Washington,53,251,12
2020-03-21,West Virginia,54,4,0
2020-03-21,Wisconsin,55,65,1
2020-03-21,Wyoming,56,2,0
2020-03-22,Alabama,1,26,0
2020-03-22,Alaska,2,1,0
2020-03-22,Arizona,4,49,1
2020-03-22,Arkansas,5,47,0
2020-03-22,California,6,307,7
2020-03-22,Colorado,8,116,1
2020-03-22,Connecticut,9,104,3
2020-03-22,Delaware,10,11,0
2020-03-22,District of Columbia,11,18,1
2020-03-22,Florida,12,236,2
2020-03-22,Georgia,13,68,5
2020-03-22,Guam,66,12,1
2020-03-22,Hawaii,15,8,0
2020-03-22,Idaho,16,5,0
2020-03-22,Illinois,17,296,3
2020-03-22,Indiana,18,75,2
2020-03-22,Iowa,19,22,0
2020-03-22,Kansas,20,9,0
2020-03-22,Kentucky,21,19,0
2020-03-22,Louisiana,22,74,4
2020-03-22,Maine,23,19,0
2020-03-22,Maryland,24,50,0
2020-03-22,Massachusetts,25,121,3
2020-03-22,Michigan,26,246,3
2020-03-22,Minnesota,27,33,0
2020-03-22,Mississippi,28,67,0
2020-03-22,Missouri,29,37,0
2020-03-22,Montana,30,5,0
2020-03-22,Nebraska,31,1,0
2020-03-22,Nevada,32,25,0
2020-03-22,New Hampshire,33,13,0
2020-03-22,New Jersey,34,578,4
2020-03-22,New Mexico,35,8,0
2020-03-22,New York,36,4812,42
2020-03-22,North Carolina,37,85,0
2020-03-22,North Dakota,38,2,0
2020-03-22,Ohio,39,104,0
2020-03-22,Oklahoma,40,14,1
2020-03-22,Oregon,41,24,1
2020-03-22,Pennsylvania,42,116,1
2020-03-22,Puerto Rico,72,2,0
2020-03-22,Rhode Island,44,17,0
2020-03-22,South Carolina,45,22,0
2020-03-22,South Dakota,46,7,0
2020-03-22,Tennessee,47,112,0
2020-03-22,Texas,48,85,2
2020-03-22,Utah,49,44,1
2020-03-22,Vermont,50,3,0
2020-03-22,Virgin Islands,78,11,0
2020-03-22,Virginia,51,67,3
2020-03-22,Washington,53,189,2
2020-03-22,West Virginia,54,4,0
2020-03-22,Wisconsin,55,101,0
2020-03-22,Wyoming,56,2,0
2020-03-23,Alabama,1,39,0
2020-03-23,Alaska,2,14,0
2020-03-23,Arizona,4,81,0
2020-03-23,Arkansas,5,36,0
2020-03-23,California,6,389,4
2020-03-23,Colorado,8,130,3
2020-03-23,Connecticut,9,88,2
2020-03-23,Delaware,10,31,0
2020-03-23,District of Columbia,11,22,0
2020-03-23,Florida,12,222,5
2020-03-23,Georgia,13,180,0
2020-03-23,Guam,66,2,0
2020-03-23,Hawaii,15,21,0
2020-03-23,Idaho,16,3,0
2020-03-23,Illinois,17,238,3
2020-03-23,Indiana,18,58,1
2020-03-23,Iowa,19,15,0
2020-03-23,Kansas,20,16,0
2020-03-23,Kentucky,21,21,0
2020-03-23,Louisiana,22,335,14
2020-03-23,Maine,23,18,0
2020-03-23,Maryland,24,45,0
2020-03-23,Massachusetts,25,131,0
2020-03-23,Michigan,26,291,7
2020-03-23,Minnesota,27,64,0
2020-03-23,Mississippi,28,42,0
2020-03-23,Missouri,29,53,1
2020-03-23,Montana,30,11,0
2020-03-23,Nebraska,31,11,0
2020-03-23,Nevada,32,75,2
2020-03-23,New Hampshire,33,23,1
2020-03-23,New Jersey,34,930,7
2020-03-23,New Mexico,35,18,0
2020-03-23,New York,36,5707,37
2020-03-23,North Carolina,37,34,0
2020-03-23,North Dakota,38,2,0
2020-03-23,Ohio,39,93,3
2020-03-23,Oklahoma,40,14,0
2020-03-23,Oregon,41,30,0
2020-03-23,Pennsylvania,42,140,3
2020-03-23,Puerto Rico,72,8,1
2020-03-23,Rhode Island,44,23,0
2020-03-23,South Carolina,45,105,2
2020-03-23,South Dakota,46,7,0
2020-03-23,Tennessee,47,98,0
2020-03-23,Texas,48,96,0
2020-03-23,Utah,49,75,0
2020-03-23,Vermont,50,23,0
2020-03-23,Virgin Islands,78,0,0
2020-03-23,Virginia,51,35,0
2020-03-23,Washington,53,257,13
2020-03-23,West Virginia,54,0,0
2020-03-23,Wisconsin,55,36,1
2020-03-23,Wyoming,56,2,0
2020-03-24,Alabama,1,46,0
2020-03-24,Alaska,2,6,0
2020-03-24,Arizona,4,92,4
2020-03-24,Arkansas,5,31,2
2020-03-24,California,6,404,13
2020-03-24,Colorado,8,191,1
2020-03-24,Connecticut,9,203,2
2020-03-24,Delaware,10,17,0
2020-03-24,District of Columbia,11,45,0
2020-03-24,Florida,12,245,1
2020-03-24,Georgia,13,297,13
2020-03-24,Guam,66,3,0
2020-03-24,Hawaii,15,13,0
2020-03-24,Idaho,16,23,0
2020-03-24,Illinois,17,250,4
2020-03-24,Indiana,18,107,5
2020-03-24,Iowa,19,19,1
2020-03-24,Kansas,20,17,1
2020-03-24,Kentucky,21,33,0
2020-03-24,Louisiana,22,216,12
2020-03-24,Maine,23,11,0
2020-03-24,Maryland,24,59,1
2020-03-24,Massachusetts,25,382,6
2020-03-24,Michigan,26,467,8
2020-03-24,Minnesota,27,27,0
2020-03-24,Mississippi,28,71,0
2020-03-24,Missouri,29,72,1
2020-03-24,Montana,30,6,0
2020-03-24,Nebraska,31,4,0
2020-03-24,Nevada,32,50,2
2020-03-24,New Hampshire,33,7,0
2020-03-24,New Jersey,34,831,17
2020-03-24,New Mexico,35,17,0
2020-03-24,New York,36,4790,59
2020-03-24,North Carolina,37,96,0
2020-03-24,North Dakota,38,4,0
2020-03-24,Ohio,39,120,2
2020-03-24,Oklahoma,40,25,1
2020-03-24,Oregon,41,18,3
2020-03-24,Pennsylvania,42,207,1
2020-03-24,Puerto Rico,72,8,0
2020-03-24,Rhode Island,44,18,0
2020-03-24,South Carolina,45,43,2
2020-03-24,South Dakota,46,2,0
2020-03-24,Tennessee,47,157,0
2020-03-24,Texas,48,129,4
2020-03-24,Utah,49,41,0
2020-03-24,Vermont,50,20,5
2020-03-24,Virgin Islands,78,0,0
2020-03-24,Virginia,51,36,1
2020-03-24,Washington,53,368,13
2020-03-24,West Virginia,54,23,0
2020-03-24,Wisconsin,55,63,0
2020-03-24,Wyoming,56,9,0
2020-03-25,Alabama,1,144,1
2020-03-25,Alaska,2,17,0
2020-03-25,Arizona,4,76,0
2020-03-25,Arkansas,5,76,0
2020-03-25,California,6,539,15
2020-03-25,Colorado,8,174,8
2020-03-25,Connecticut,9,257,7
2020-03-25,Delaware,10,15,0
2020-03-25,District of Columbia,11,48,1
2020-03-25,Florida,12,498,4
2020-03-25,Georgia,13,290,9
2020-03-25,Guam,66,0,0
2020-03-25,Hawaii,15,5,0
2020-03-25,Idaho,16,50,0
2020-03-25,Illinois,17,340,5
2020-03-25,Indiana,18,113,2
2020-03-25,Iowa,19,21,0
2020-03-25,Kansas,20,33,0
2020-03-25,Kentucky,21,41,2
2020-03-25,Louisiana,22,407,19
2020-03-25,Maine,23,24,0
2020-03-25,Maryland,24,74,0
2020-03-25,Massachusetts,25,679,4
2020-03-25,Michigan,26,503,19
2020-03-25,Minnesota,27,25,0
2020-03-25,Mississippi,28,57,4
2020-03-25,Missouri,29,122,3
2020-03-25,Montana,30,14,0
2020-03-25,Nebraska,31,7,0
2020-03-25,Nevada,32,90,4
2020-03-25,New Hampshire,33,29,0
2020-03-25,New Jersey,34,727,18
2020-03-25,New Mexico,35,12,1
2020-03-25,New York,36,7401,107
2020-03-25,North Carolina,37,164,1
2020-03-25,North Dakota,38,9,0
2020-03-25,Ohio,39,142,3
2020-03-25,Oklahoma,40,58,2
2020-03-25,Oregon,41,57,2
2020-03-25,Pennsylvania,42,300,4
2020-03-25,Puerto Rico,72,12,0
2020-03-25,Rhode Island,44,8,0
2020-03-25,South Carolina,45,82,0
2020-03-25,South Dakota,46,11,0
2020-03-25,Tennessee,47,105,1
2020-03-25,Texas,48,262,1
2020-03-25,Utah,49,48,0
2020-03-25,Vermont,50,28,1
2020-03-25,Virgin Islands,78,0,0
2020-03-25,Virginia,51,101,2
2020-03-25,Washington,53,116,7
2020-03-25,West Virginia,54,12,0
2020-03-25,Wisconsin,55,142,2
2020-03-25,Wyoming,56,12,0
2020-03-26,Alabama,1,152,2
2020-03-26,Alaska,2,10,0
2020-03-26,Arizona,4,106,2
2020-03-26,Arkansas,5,43,1
2020-03-26,California,6,877,15
2020-03-26,Colorado,8,346,5
2020-03-26,Connecticut,9,137,2
2020-03-26,Delaware,10,24,1
2020-03-26,District of Columbia,11,36,0
2020-03-26,Florida,12,512,6
2020-03-26,Georgia,13,256,9
2020-03-26,Guam,66,17,0
2020-03-26,Hawaii,15,11,0
2020-03-26,Idaho,16,66,3
2020-03-26,Illinois,17,663,5
2020-03-26,Indiana,18,177,4
2020-03-26,Iowa,19,34,0
2020-03-26,Kansas,20,39,0
2020-03-26,Kentucky,21,50,0
2020-03-26,Louisiana,22,510,18
2020-03-26,Maine,23,13,0
2020-03-26,Maryland,24,158,0
2020-03-26,Massachusetts,25,579,10
2020-03-26,Michigan,26,584,20
2020-03-26,Minnesota,27,59,1
2020-03-26,Mississippi,28,110,1
2020-03-26,Missouri,29,130,0
2020-03-26,Montana,30,25,0
2020-03-26,Nebraska,31,8,0
2020-03-26,Nevada,32,130,0
2020-03-26,New Hampshire,33,21,0
2020-03-26,New Jersey,34,2474,19
2020-03-26,New Mexico,35,24,0
2020-03-26,New York,36,5921,107
2020-03-26,North Carolina,37,75,1
2020-03-26,North Dakota,38,13,0
2020-03-26,Ohio,39,161,4
2020-03-26,Oklahoma,40,84,2
2020-03-26,Oregon,41,50,1
2020-03-26,Pennsylvania,42,539,5
2020-03-26,Puerto Rico,72,13,0
2020-03-26,Rhode Island,44,33,0
2020-03-26,South Carolina,45,32,2
2020-03-26,South Dakota,46,5,0
2020-03-26,Tennessee,47,197,0
2020-03-26,Texas,48,424,9
2020-03-26,Utah,49,56,0
2020-03-26,Vermont,50,35,1
2020-03-26,Virgin Islands,78,0,0
2020-03-26,Virginia,51,213,5
2020-03-26,Washington,53,623,21
2020-03-26,West Virginia,54,25,0
2020-03-26,Wisconsin,55,131,3
2020-03-26,Wyoming,56,7,0
2020-03-27,Alabama,1,101,1
2020-03-27,Alaska,2,16,1
2020-03-27,Arizona,4,157,7
2020-03-27,Arkansas,5,35,0
2020-03-27,California,6,854,20
2020-03-27,Colorado,8,303,7
2020-03-27,Connecticut,9,279,6
2020-03-27,Delaware,10,22,1
2020-03-27,District of Columbia,11,37,1
2020-03-27,Florida,12,721,17
2020-03-27,Georgia,13,555,8
2020-03-27,Guam,66,4,0
2020-03-27,Hawaii,15,14,0
2020-03-27,Idaho,16,42,1
2020-03-27,Illinois,17,491,11
2020-03-27,Indiana,18,326,8
2020-03-27,Iowa,19,56,2
2020-03-27,Kansas,20,41,1
2020-03-27,Kentucky,21,54,3
2020-03-27,Louisiana,22,441,36
2020-03-27,Maine,23,13,1
2020-03-27,Maryland,24,194,1
2020-03-27,Massachusetts,25,823,10
2020-03-27,Michigan,26,779,30
2020-03-27,Minnesota,27,52,2
2020-03-27,Mississippi,28,92,2
2020-03-27,Missouri,29,164,1
2020-03-27,Montana,30,31,1
2020-03-27,Nebraska,31,8,2
2020-03-27,Nevada,32,86,0
2020-03-27,New Hampshire,33,29,1
2020-03-27,New Jersey,34,1949,27
2020-03-27,New Mexico,35,55,0
2020-03-27,New York,36,5648,103
2020-03-27,North Carolina,37,145,1
2020-03-27,North Dakota,38,10,1
2020-03-27,Ohio,39,277,7
2020-03-27,Oklahoma,40,74,1
2020-03-27,Oregon,41,98,1
2020-03-27,Pennsylvania,42,528,7
2020-03-27,Puerto Rico,72,15,1
2020-03-27,Rhode Island,44,38,0
2020-03-27,South Carolina,45,83,4
2020-03-27,South Dakota,46,12,0
2020-03-27,Tennessee,47,81,3
2020-03-27,Texas,48,399,2
2020-03-27,Utah,49,78,1
2020-03-27,Vermont,50,26,1
2020-03-27,Virgin Islands,78,2,0
2020-03-27,Virginia,51,2,0
2020-03-27,Washington,53,562,26
2020-03-27,West Virginia,54,20,0
2020-03-27,Wisconsin,55,176,6
2020-03-27,Wyoming,56,17,0
2020-03-28,Alabama,1,81,0
2020-03-28,Alaska,2,17,0
2020-03-28,Arizona,4,108,0
2020-03-28,Arkansas,5,23,2
2020-03-28,California,6,651,19
2020-03-28,Colorado,8,326,13
2020-03-28,Connecticut,9,233,6
2020-03-28,Delaware,10,49,3
2020-03-28,District of Columbia,11,38,0
2020-03-28,Florida,12,840,10
2020-03-28,Georgia,13,249,15
2020-03-28,Guam,66,4,0
2020-03-28,Hawaii,15,31,0
2020-03-28,Idaho,16,30,1
2020-03-28,Illinois,17,518,13
2020-03-28,Indiana,18,250,5
2020-03-28,Iowa,19,63,0
2020-03-28,Kansas,20,59,2
2020-03-28,Kentucky,21,92,1
2020-03-28,Louisiana,22,569,18
2020-03-28,Maine,23,43,0
2020-03-28,Maryland,24,291,5
2020-03-28,Massachusetts,25,1017,9
2020-03-28,Michigan,26,978,18
2020-03-28,Minnesota,27,43,1
2020-03-28,Mississippi,28,90,5
2020-03-28,Missouri,29,167,1
2020-03-28,Montana,30,26,0
2020-03-28,Nebraska,31,22,0
2020-03-28,Nevada,32,117,4
2020-03-28,New Hampshire,33,27,0
2020-03-28,New Jersey,34,2299,32
2020-03-28,New Mexico,35,17,1
2020-03-28,New York,36,8728,247
2020-03-28,North Carolina,37,189,1
2020-03-28,North Dakota,38,26,0
2020-03-28,Northern Mariana Islands,69,2,0
2020-03-28,Ohio,39,262,3
2020-03-28,Oklahoma,40,55,7
2020-03-28,Oregon,41,65,1
2020-03-28,Pennsylvania,42,597,12
2020-03-28,Puerto Rico,72,21,0
2020-03-28,Rhode Island,44,36,2
2020-03-28,South Carolina,45,121,2
2020-03-28,South Dakota,46,10,0
2020-03-28,Tennessee,47,311,0
2020-03-28,Texas,48,219,6
2020-03-28,Utah,49,128,0
2020-03-28,Vermont,50,27,2
2020-03-28,Virgin Islands,78,0,0
2020-03-28,Virginia,51,134,3
2020-03-28,Washington,53,541,14
2020-03-28,West Virginia,54,17,0
2020-03-28,Wisconsin,55,112,1
2020-03-28,Wyoming,56,11,0
2020-03-29,Alabama,1,110,1
2020-03-29,Alaska,2,12,0
2020-03-29,Arizona,4,156,3
2020-03-29,Arkansas,5,40,1
2020-03-29,California,6,701,9
2020-03-29,Colorado,8,254,3
2020-03-29,Connecticut,9,469,1
2020-03-29,Delaware,10,18,1
2020-03-29,District of Columbia,11,0,0
2020-03-29,Florida,12,904,3
2020-03-29,Georgia,13,236,4
2020-03-29,Guam,66,1,0
2020-03-29,Hawaii,15,24,0
2020-03-29,Idaho,16,49,1
2020-03-29,Illinois,17,1066,20
2020-03-29,Indiana,18,282,1
2020-03-29,Iowa,19,38,1
2020-03-29,Kansas,20,61,1
2020-03-29,Kentucky,21,45,0
2020-03-29,Louisiana,22,225,15
2020-03-29,Maine,23,42,2
2020-03-29,Maryland,24,178,1
2020-03-29,Massachusetts,25,698,4
2020-03-29,Michigan,26,851,21
2020-03-29,Minnesota,27,63,4
2020-03-29,Mississippi,28,90,1
2020-03-29,Missouri,29,65,2
2020-03-29,Montana,30,14,0
2020-03-29,Nebraska,31,15,0
2020-03-29,Nevada,32,182,1
2020-03-29,New Hampshire,33,44,1
2020-03-29,New Jersey,34,2262,21
2020-03-29,New Mexico,35,29,0
2020-03-29,New York,36,6205,183
2020-03-29,North Carolina,37,195,2
2020-03-29,North Dakota,38,4,0
2020-03-29,Northern Mariana Islands,69,0,0
2020-03-29,Ohio,39,259,5
2020-03-29,Oklahoma,40,52,1
2020-03-29,Oregon,41,69,0
2020-03-29,Pennsylvania,42,626,5
2020-03-29,Puerto Rico,72,27,2
2020-03-29,Rhode Island,44,55,1
2020-03-29,South Carolina,45,114,1
2020-03-29,South Dakota,46,22,0
2020-03-29,Tennessee,47,164,1
2020-03-29,Texas,48,551,6
2020-03-29,Utah,49,111,0
2020-03-29,Vermont,50,24,0
2020-03-29,Virgin Islands,78,4,0
2020-03-29,Virginia,51,150,5
2020-03-29,Washington,53,585,16
2020-03-29,West Virginia,54,11,1
2020-03-29,Wisconsin,55,78,0
2020-03-29,Wyoming,56,3,0
2020-03-30,Alabama,1,117,6
2020-03-30,Alaska,2,5,1
2020-03-30,Arizona,4,240,2
2020-03-30,Arkansas,5,59,1
2020-03-30,California,6,1155,16
2020-03-30,Colorado,8,313,4
2020-03-30,Connecticut,9,578,2
2020-03-30,Delaware,10,32,1
2020-03-30,District of Columbia,11,153,5
2020-03-30,Florida,12,752,12
2020-03-30,Georgia,13,349,19
2020-03-30,Guam,66,2,0
2020-03-30,Hawaii,15,29,0
2020-03-30,Idaho,16,105,1
2020-03-30,Illinois,17,457,14
2020-03-30,Indiana,18,274,3
2020-03-30,Iowa,19,88,2
2020-03-30,Kansas,20,41,2
2020-03-30,Kentucky,21,41,2
2020-03-30,Louisiana,22,485,34
2020-03-30,Maine,23,22,0
2020-03-30,Maryland,24,170,4
2020-03-30,Massachusetts,25,797,13
